date,region,period,total_streams_millions,commute_share,home_share
2020-08-12,north_america,reopening,129.82,0.45864,0.54136
2020-08-13,north_america,reopening,130.64,0.43209,0.56791
2020-08-14,north_america,reopening,129.43,0.43787,0.56213
2020-08-15,north_america,reopening,130.28,0.40147,0.59853
2020-08-16,north_america,reopening,129.85,0.3748,0.6252
2020-08-17,north_america,reopening,129.02,0.44705,0.55295
2020-08-18,north_america,reopening,131.94,0.47219,0.52781
2020-08-19,north_america,reopening,131.16,0.47555,0.52445
2020-08-20,north_america,reopening,130.78,0.4314,0.5686
2020-08-21,north_america,reopening,131.86,0.4337,0.5663
2020-08-22,north_america,reopening,131.62,0.37743,0.62257
2020-08-23,north_america,reopening,127.99,0.38877,0.61123
2020-08-24,north_america,reopening,131.35,0.44852,0.55148
2020-08-25,north_america,reopening,131.24,0.43568,0.56432
2020-08-26,north_america,reopening,131.4,0.43972,0.56028
2020-08-27,north_america,reopening,131.61,0.4629,0.5371
2020-08-28,north_america,reopening,129.78,0.44139,0.55861
2020-08-29,north_america,reopening,131.44,0.40284,0.59716
2020-08-30,north_america,reopening,128.62,0.37061,0.62939
2020-08-31,north_america,reopening,130.97,0.45453,0.54547
2020-09-01,north_america,reopening,128.73,0.45888,0.54112
2020-09-02,north_america,reopening,131.06,0.47579,0.52421
2020-09-03,north_america,reopening,128.94,0.44331,0.55669
2020-09-04,north_america,reopening,129.64,0.42648,0.57352
2020-09-05,north_america,reopening,132.89,0.38692,0.61308
2020-09-06,north_america,reopening,132.17,0.38292,0.61708
2020-09-07,north_america,reopening,128.23,0.45834,0.54166
2020-09-08,north_america,reopening,126.1,0.44086,0.55914
2020-09-09,north_america,reopening,130.69,0.47254,0.52746
2020-09-10,north_america,reopening,129.83,0.44557,0.55443
2020-09-11,north_america,reopening,133.91,0.45882,0.54118
2020-09-12,north_america,reopening,126.58,0.37419,0.62581
2020-09-13,north_america,reopening,129.52,0.40555,0.59445
2020-09-14,north_america,reopening,128.96,0.43104,0.56896
2020-09-15,north_america,reopening,130.85,0.46193,0.53807
2020-09-16,north_america,reopening,130.28,0.45234,0.54766
2020-09-17,north_america,reopening,130.17,0.43692,0.56308
2020-09-18,north_america,reopening,131.5,0.45465,0.54535
2020-09-19,north_america,reopening,130.7,0.35959,0.64041
2020-09-20,north_america,reopening,133.47,0.38944,0.61056
2020-09-21,north_america,reopening,131.51,0.42724,0.57276
2020-09-22,north_america,reopening,136.15,0.44987,0.55013
2020-09-23,north_america,reopening,130.23,0.44608,0.55392
2020-09-24,north_america,reopening,132.96,0.44699,0.55301
2020-09-25,north_america,reopening,130.96,0.45909,0.54091
2020-09-26,north_america,reopening,130.88,0.39394,0.60606
2020-09-27,north_america,reopening,128.7,0.38399,0.61601
2020-09-28,north_america,reopening,130.22,0.47971,0.52029
2020-09-29,north_america,reopening,132.24,0.44498,0.55502
2020-09-30,north_america,reopening,132.07,0.44599,0.55401
2020-10-01,north_america,reopening,131.51,0.4372,0.5628
2020-10-02,north_america,reopening,135.25,0.43725,0.56275
2020-10-03,north_america,reopening,132.3,0.3969,0.6031
2020-10-04,north_america,reopening,132.35,0.3804,0.6196
2020-10-05,north_america,reopening,130.0,0.46477,0.53523
2020-10-06,north_america,reopening,127.32,0.45961,0.54039
2020-10-07,north_america,reopening,132.0,0.46512,0.53488
2020-10-08,north_america,reopening,131.18,0.4587,0.5413
2020-10-09,north_america,reopening,130.34,0.44434,0.55566
2020-10-10,north_america,reopening,134.04,0.37624,0.62376
2020-10-11,north_america,reopening,131.15,0.40281,0.59719
2020-10-12,north_america,reopening,128.24,0.46625,0.53375
2020-10-13,north_america,reopening,132.41,0.48118,0.51882
2020-10-14,north_america,reopening,132.61,0.46861,0.53139
2020-10-15,north_america,reopening,127.41,0.47533,0.52467
2020-10-16,north_america,reopening,135.27,0.45516,0.54484
2020-10-17,north_america,reopening,133.99,0.39837,0.60163
2020-10-18,north_america,reopening,134.3,0.4135,0.5865
2020-10-19,north_america,reopening,129.47,0.45022,0.54978
2020-10-20,north_america,reopening,132.9,0.45947,0.54053
2020-10-21,north_america,reopening,132.11,0.43959,0.56041
2020-10-22,north_america,reopening,133.96,0.46271,0.53729
2020-10-23,north_america,reopening,134.96,0.452,0.548
2020-10-24,north_america,reopening,132.6,0.39511,0.60489
2020-10-25,north_america,reopening,129.11,0.40329,0.59671
2020-10-26,north_america,reopening,131.1,0.43521,0.56479
2020-10-27,north_america,reopening,133.92,0.45995,0.54005
2020-10-28,north_america,reopening,135.52,0.44086,0.55914
2020-10-29,north_america,reopening,132.24,0.40953,0.59047
2020-10-30,north_america,reopening,134.41,0.44304,0.55696
2020-10-31,north_america,reopening,131.95,0.38552,0.61448
2020-11-01,north_america,reopening,132.44,0.40068,0.59932
2020-11-02,north_america,reopening,135.62,0.45637,0.54363
2020-11-03,north_america,reopening,132.28,0.42378,0.57622
2020-11-04,north_america,reopening,132.89,0.46795,0.53205
2020-11-05,north_america,reopening,133.32,0.45912,0.54088
2020-11-06,north_america,reopening,134.73,0.4508,0.5492
2020-11-07,north_america,reopening,133.11,0.38587,0.61413
2020-11-08,north_america,reopening,135.02,0.39137,0.60863
2020-11-09,north_america,reopening,132.47,0.46156,0.53844
2020-11-10,north_america,reopening,133.37,0.44881,0.55119
2020-11-11,north_america,reopening,135.95,0.44502,0.55498
2020-11-12,north_america,reopening,134.86,0.44165,0.55835
2020-11-13,north_america,reopening,131.05,0.4324,0.5676
2020-11-14,north_america,reopening,130.63,0.39418,0.60582
2020-11-15,north_america,reopening,134.23,0.41887,0.58113
2020-11-16,north_america,reopening,133.12,0.43876,0.56124
2020-11-17,north_america,reopening,132.1,0.42806,0.57194
2020-11-18,north_america,reopening,134.29,0.48162,0.51838
2020-11-19,north_america,reopening,137.97,0.43187,0.56813
2020-11-20,north_america,reopening,132.25,0.45156,0.54844
2020-11-21,north_america,reopening,132.44,0.3948,0.6052
2020-11-22,north_america,reopening,135.85,0.38206,0.61794
2020-11-23,north_america,reopening,135.89,0.45584,0.54416
2020-11-24,north_america,reopening,133.14,0.45661,0.54339
2020-11-25,north_america,reopening,134.9,0.45784,0.54216
2020-11-26,north_america,reopening,132.02,0.44735,0.55265
2020-11-27,north_america,reopening,135.16,0.44285,0.55715
2020-11-28,north_america,reopening,135.16,0.37753,0.62247
2020-11-29,north_america,reopening,134.54,0.39433,0.60567
2020-11-30,north_america,reopening,133.91,0.47104,0.52896
2020-12-01,north_america,reopening,138.93,0.472,0.528
2020-12-02,north_america,reopening,133.59,0.44802,0.55198
2020-12-03,north_america,reopening,133.3,0.44897,0.55103
2020-12-04,north_america,reopening,135.0,0.45834,0.54166
2020-12-05,north_america,reopening,133.68,0.36903,0.63097
2020-12-06,north_america,reopening,133.35,0.39581,0.60419
2020-12-07,north_america,reopening,134.8,0.43544,0.56456
2020-12-08,north_america,reopening,135.49,0.42779,0.57221
2020-12-09,north_america,reopening,136.16,0.44507,0.55493
2020-12-10,north_america,reopening,134.78,0.42592,0.57408
2020-12-11,north_america,reopening,134.48,0.46277,0.53723
2020-12-12,north_america,reopening,136.11,0.39284,0.60716
2020-12-13,north_america,reopening,133.52,0.39485,0.60515
2020-12-14,north_america,reopening,138.9,0.44541,0.55459
2020-12-15,north_america,reopening,136.74,0.45407,0.54593
2020-12-16,north_america,reopening,137.12,0.47059,0.52941
2020-12-17,north_america,reopening,130.62,0.46207,0.53793
2020-12-18,north_america,reopening,135.53,0.44668,0.55332
2020-12-19,north_america,reopening,137.89,0.38664,0.61336
2020-12-20,north_america,reopening,134.84,0.38051,0.61949
2020-12-21,north_america,reopening,134.28,0.44454,0.55546
2020-12-22,north_america,reopening,137.51,0.43737,0.56263
2020-12-23,north_america,reopening,133.16,0.44555,0.55445
2020-12-24,north_america,reopening,136.95,0.45786,0.54214
2020-12-25,north_america,reopening,132.55,0.44858,0.55142
2020-12-26,north_america,reopening,138.41,0.39157,0.60843
2020-12-27,north_america,reopening,138.24,0.3826,0.6174
2020-12-28,north_america,reopening,137.77,0.44691,0.55309
2020-12-29,north_america,reopening,131.74,0.448,0.552
2020-12-30,north_america,reopening,135.09,0.46166,0.53834
2020-12-31,north_america,reopening,135.47,0.45159,0.54841
2021-01-01,north_america,reopening,137.73,0.4595,0.5405
2021-01-02,north_america,reopening,136.19,0.39262,0.60738
2021-01-03,north_america,reopening,138.71,0.39234,0.60766
2021-01-04,north_america,reopening,135.32,0.44813,0.55187
2021-01-05,north_america,reopening,136.26,0.43613,0.56387
2021-01-06,north_america,reopening,136.78,0.46907,0.53093
2021-01-07,north_america,reopening,137.49,0.45739,0.54261
2021-01-08,north_america,reopening,137.01,0.48518,0.51482
2021-01-09,north_america,reopening,138.71,0.37657,0.62343
2021-01-10,north_america,reopening,141.36,0.41027,0.58973
2021-01-11,north_america,reopening,137.41,0.4499,0.5501
2021-01-12,north_america,reopening,137.22,0.44062,0.55938
2021-01-13,north_america,reopening,136.88,0.4636,0.5364
2021-01-14,north_america,reopening,134.85,0.44419,0.55581
2021-01-15,north_america,reopening,134.18,0.45412,0.54588
2021-01-16,north_america,reopening,137.12,0.3745,0.6255
2021-01-17,north_america,reopening,137.3,0.40182,0.59818
2021-01-18,north_america,reopening,141.27,0.46379,0.53621
2021-01-19,north_america,reopening,137.69,0.43947,0.56053
2021-01-20,north_america,reopening,136.42,0.45663,0.54337
2021-01-21,north_america,reopening,137.6,0.48065,0.51935
2021-01-22,north_america,reopening,136.35,0.45777,0.54223
2021-01-23,north_america,reopening,135.78,0.38459,0.61541
2021-01-24,north_america,reopening,138.14,0.36431,0.63569
2021-01-25,north_america,reopening,136.32,0.45794,0.54206
2021-01-26,north_america,reopening,142.61,0.45729,0.54271
2021-01-27,north_america,reopening,139.74,0.47749,0.52251
2021-01-28,north_america,reopening,135.19,0.45351,0.54649
2021-01-29,north_america,reopening,136.91,0.4237,0.5763
2021-01-30,north_america,reopening,137.83,0.38329,0.61671
2021-01-31,north_america,reopening,132.43,0.40627,0.59373
2021-02-01,north_america,reopening,137.17,0.44769,0.55231
2021-02-02,north_america,reopening,136.83,0.43751,0.56249
2021-02-03,north_america,reopening,139.04,0.45619,0.54381
2021-02-04,north_america,reopening,137.92,0.43891,0.56109
2021-02-05,north_america,reopening,137.29,0.45194,0.54806
2021-02-06,north_america,reopening,140.28,0.39471,0.60529
2021-02-07,north_america,reopening,139.86,0.39164,0.60836
2021-02-08,north_america,reopening,138.61,0.46232,0.53768
2021-02-09,north_america,reopening,138.61,0.44775,0.55225
2021-02-10,north_america,reopening,137.4,0.44316,0.55684
2021-02-11,north_america,reopening,137.75,0.46979,0.53021
2021-02-12,north_america,reopening,136.8,0.43299,0.56701
2021-02-13,north_america,reopening,136.57,0.37424,0.62576
2021-02-14,north_america,reopening,139.74,0.37389,0.62611
2021-02-15,north_america,reopening,138.29,0.444,0.556
2021-02-16,north_america,reopening,135.22,0.44975,0.55025
2021-02-17,north_america,reopening,139.22,0.44905,0.55095
2021-02-18,north_america,reopening,136.09,0.44897,0.55103
2021-02-19,north_america,reopening,141.75,0.41579,0.58421
2021-02-20,north_america,reopening,139.38,0.38719,0.61281
2021-02-21,north_america,reopening,142.64,0.40659,0.59341
2021-02-22,north_america,reopening,137.49,0.45794,0.54206
2021-02-23,north_america,reopening,142.15,0.4171,0.5829
2021-02-24,north_america,reopening,141.02,0.44485,0.55515
2021-02-25,north_america,reopening,138.29,0.46351,0.53649
2021-02-26,north_america,reopening,141.95,0.46291,0.53709
2021-02-27,north_america,reopening,139.03,0.40538,0.59462
2021-02-28,north_america,reopening,135.31,0.39877,0.60123
2021-03-01,north_america,reopening,141.35,0.44233,0.55767
2021-03-02,north_america,reopening,141.16,0.45355,0.54645
2021-03-03,north_america,reopening,140.08,0.44856,0.55144
2021-03-04,north_america,reopening,141.35,0.45428,0.54572
2021-03-05,north_america,reopening,138.53,0.44265,0.55735
2021-03-06,north_america,reopening,140.9,0.38017,0.61983
2021-03-07,north_america,reopening,142.18,0.38634,0.61366
2021-03-08,north_america,reopening,140.79,0.46863,0.53137
2021-03-09,north_america,reopening,138.79,0.43893,0.56107
2021-03-10,north_america,reopening,141.22,0.4494,0.5506
2021-03-11,north_america,reopening,138.72,0.44357,0.55643
2021-03-12,north_america,reopening,139.68,0.44124,0.55876
2021-03-13,north_america,reopening,138.01,0.40479,0.59521
2021-03-14,north_america,reopening,142.15,0.38059,0.61941
2021-03-15,north_america,reopening,140.78,0.46288,0.53712
2021-03-16,north_america,reopening,140.52,0.45626,0.54374
2021-03-17,north_america,reopening,137.34,0.45118,0.54882
2021-03-18,north_america,reopening,143.3,0.44838,0.55162
2021-03-19,north_america,reopening,139.56,0.43487,0.56513
2021-03-20,north_america,reopening,139.95,0.40502,0.59498
2021-03-21,north_america,reopening,140.21,0.3826,0.6174
2021-03-22,north_america,reopening,141.33,0.47144,0.52856
2021-03-23,north_america,reopening,137.71,0.4478,0.5522
2021-03-24,north_america,reopening,141.08,0.43247,0.56753
2021-03-25,north_america,reopening,145.6,0.45674,0.54326
2021-03-26,north_america,reopening,138.73,0.46023,0.53977
2021-03-27,north_america,reopening,140.13,0.37063,0.62937
2021-03-28,north_america,reopening,137.84,0.39249,0.60751
2021-03-29,north_america,reopening,141.72,0.42764,0.57236
2021-03-30,north_america,reopening,141.57,0.4399,0.5601
2021-03-31,north_america,reopening,142.24,0.43886,0.56114
2021-04-01,north_america,reopening,144.6,0.42772,0.57228
2021-04-02,north_america,reopening,139.02,0.42914,0.57086
2021-04-03,north_america,reopening,141.86,0.37189,0.62811
2021-04-04,north_america,reopening,141.22,0.38547,0.61453
2021-04-05,north_america,reopening,141.67,0.44435,0.55565
2021-04-06,north_america,reopening,143.4,0.45324,0.54676
2021-04-07,north_america,reopening,142.11,0.47916,0.52084
2021-04-08,north_america,reopening,140.97,0.44102,0.55898
2021-04-09,north_america,reopening,143.81,0.43872,0.56128
2021-04-10,north_america,reopening,142.65,0.40019,0.59981
2021-04-11,north_america,reopening,138.62,0.38896,0.61104
2021-04-12,north_america,reopening,143.82,0.43966,0.56034
2021-04-13,north_america,reopening,143.09,0.4578,0.5422
2021-04-14,north_america,reopening,142.12,0.45283,0.54717
2021-04-15,north_america,reopening,141.96,0.44036,0.55964
2021-04-16,north_america,reopening,142.4,0.43688,0.56312
2021-04-17,north_america,reopening,145.53,0.37031,0.62969
2021-04-18,north_america,reopening,140.78,0.38257,0.61743
2021-04-19,north_america,reopening,142.37,0.44719,0.55281
2021-04-20,north_america,reopening,140.5,0.43503,0.56497
2021-04-21,north_america,reopening,143.0,0.45205,0.54795
2021-04-22,north_america,reopening,145.78,0.46592,0.53408
2021-04-23,north_america,reopening,142.76,0.43496,0.56504
2021-04-24,north_america,reopening,142.4,0.36955,0.63045
2021-04-25,north_america,reopening,142.57,0.38206,0.61794
2021-04-26,north_america,reopening,143.85,0.43197,0.56803
2021-04-27,north_america,reopening,139.43,0.46236,0.53764
2021-04-28,north_america,reopening,142.97,0.4478,0.5522
2021-04-29,north_america,reopening,144.0,0.44481,0.55519
2021-04-30,north_america,reopening,141.64,0.45313,0.54687
2021-05-01,north_america,reopening,141.81,0.39374,0.60626
2021-05-02,north_america,reopening,144.12,0.39345,0.60655
2021-05-03,north_america,reopening,140.74,0.44303,0.55697
2021-05-04,north_america,reopening,144.13,0.4546,0.5454
2021-05-05,north_america,reopening,145.08,0.44898,0.55102
2021-05-06,north_america,reopening,142.15,0.45358,0.54642
2021-05-07,north_america,reopening,141.93,0.45347,0.54653
2021-05-08,north_america,reopening,141.46,0.3927,0.6073
2021-05-09,north_america,reopening,141.04,0.38624,0.61376
2021-05-10,north_america,reopening,145.25,0.4533,0.5467
2021-05-11,north_america,reopening,146.22,0.44869,0.55131
2021-05-12,north_america,reopening,141.55,0.45492,0.54508
2021-05-13,north_america,reopening,140.65,0.4336,0.5664
2021-05-14,north_america,reopening,146.65,0.44867,0.55133
2021-05-15,north_america,reopening,146.69,0.37772,0.62228
2021-05-16,north_america,reopening,144.29,0.38328,0.61672
2021-05-17,north_america,reopening,143.87,0.45448,0.54552
2021-05-18,north_america,reopening,147.08,0.44035,0.55965
2021-05-19,north_america,reopening,144.96,0.42931,0.57069
2021-05-20,north_america,reopening,145.67,0.45607,0.54393
2021-05-21,north_america,reopening,143.57,0.44358,0.55642
2021-05-22,north_america,reopening,145.61,0.38071,0.61929
2021-05-23,north_america,reopening,144.21,0.38628,0.61372
2021-05-24,north_america,reopening,140.03,0.45096,0.54904
2021-05-25,north_america,reopening,144.92,0.45058,0.54942
2021-05-26,north_america,reopening,143.19,0.45831,0.54169
2021-05-27,north_america,reopening,144.21,0.44923,0.55077
2021-05-28,north_america,reopening,144.44,0.46778,0.53222
2021-05-29,north_america,reopening,146.23,0.37739,0.62261
2021-05-30,north_america,reopening,146.85,0.3817,0.6183
2021-05-31,north_america,reopening,144.14,0.46749,0.53251
2021-06-01,north_america,reopening,142.85,0.47006,0.52994
2021-06-02,north_america,reopening,142.39,0.47359,0.52641
2021-06-03,north_america,reopening,145.35,0.4462,0.5538
2021-06-04,north_america,reopening,141.72,0.4243,0.5757
2021-06-05,north_america,reopening,143.6,0.39692,0.60308
2021-06-06,north_america,reopening,141.09,0.37475,0.62525
2021-06-07,north_america,reopening,146.98,0.44225,0.55775
2021-06-08,north_america,reopening,143.95,0.43595,0.56405
2021-06-09,north_america,reopening,143.48,0.46487,0.53513
2021-06-10,north_america,reopening,142.52,0.43251,0.56749
2021-06-11,north_america,reopening,143.85,0.44576,0.55424
2021-06-12,north_america,reopening,143.94,0.40669,0.59331
2021-06-13,north_america,reopening,146.17,0.40325,0.59675
2021-06-14,north_america,reopening,144.21,0.44907,0.55093
2021-06-15,north_america,reopening,143.7,0.45543,0.54457
2021-06-16,north_america,reopening,148.53,0.46536,0.53464
2021-06-17,north_america,reopening,146.82,0.45464,0.54536
2021-06-18,north_america,reopening,145.35,0.40916,0.59084
2021-06-19,north_america,reopening,143.07,0.37767,0.62233
2021-06-20,north_america,reopening,143.18,0.38465,0.61535
2021-06-21,north_america,reopening,142.53,0.46221,0.53779
2021-06-22,north_america,reopening,145.05,0.45879,0.54121
2021-06-23,north_america,reopening,145.73,0.49062,0.50938
2021-06-24,north_america,reopening,141.88,0.44294,0.55706
2021-06-25,north_america,reopening,145.73,0.46298,0.53702
2021-06-26,north_america,reopening,142.49,0.38616,0.61384
2021-06-27,north_america,reopening,147.1,0.36459,0.63541
2021-06-28,north_america,reopening,148.0,0.4552,0.5448
2021-06-29,north_america,reopening,145.73,0.45605,0.54395
2021-06-30,north_america,reopening,144.81,0.42524,0.57476
2019-06-01,europe,pre_lockdown,83.84,0.52705,0.47295
2019-06-02,europe,pre_lockdown,83.68,0.50219,0.49781
2019-06-03,europe,pre_lockdown,84.35,0.55139,0.44861
2019-06-04,europe,pre_lockdown,86.48,0.58028,0.41972
2019-06-05,europe,pre_lockdown,84.2,0.54242,0.45758
2019-06-06,europe,pre_lockdown,85.53,0.55262,0.44738
2019-06-07,europe,pre_lockdown,83.47,0.54924,0.45076
2019-06-08,europe,pre_lockdown,85.08,0.49213,0.50787
2019-06-09,europe,pre_lockdown,85.76,0.48779,0.51221
2019-06-10,europe,pre_lockdown,85.04,0.53312,0.46688
2019-06-11,europe,pre_lockdown,85.75,0.57316,0.42684
2019-06-12,europe,pre_lockdown,83.74,0.54206,0.45794
2019-06-13,europe,pre_lockdown,85.56,0.5712,0.4288
2019-06-14,europe,pre_lockdown,85.32,0.57873,0.42127
2019-06-15,europe,pre_lockdown,85.57,0.48755,0.51245
2019-06-16,europe,pre_lockdown,83.34,0.50058,0.49942
2019-06-17,europe,pre_lockdown,87.19,0.5667,0.4333
2019-06-18,europe,pre_lockdown,85.91,0.57812,0.42188
2019-06-19,europe,pre_lockdown,87.0,0.56344,0.43656
2019-06-20,europe,pre_lockdown,84.5,0.554,0.446
2019-06-21,europe,pre_lockdown,82.36,0.57279,0.42721
2019-06-22,europe,pre_lockdown,81.51,0.48387,0.51613
2019-06-23,europe,pre_lockdown,84.03,0.52431,0.47569
2019-06-24,europe,pre_lockdown,86.2,0.58565,0.41435
2019-06-25,europe,pre_lockdown,82.35,0.56942,0.43058
2019-06-26,europe,pre_lockdown,88.9,0.54731,0.45269
2019-06-27,europe,pre_lockdown,81.06,0.55519,0.44481
2019-06-28,europe,pre_lockdown,85.22,0.56455,0.43545
2019-06-29,europe,pre_lockdown,88.69,0.497,0.503
2019-06-30,europe,pre_lockdown,84.13,0.51718,0.48282
2019-07-01,europe,pre_lockdown,85.6,0.5593,0.4407
2019-07-02,europe,pre_lockdown,89.91,0.5422,0.4578
2019-07-03,europe,pre_lockdown,89.23,0.59472,0.40528
2019-07-04,europe,pre_lockdown,87.62,0.59196,0.40804
2019-07-05,europe,pre_lockdown,86.1,0.57073,0.42927
2019-07-06,europe,pre_lockdown,84.27,0.50802,0.49198
2019-07-07,europe,pre_lockdown,86.26,0.49548,0.50452
2019-07-08,europe,pre_lockdown,88.01,0.56261,0.43739
2019-07-09,europe,pre_lockdown,85.82,0.5611,0.4389
2019-07-10,europe,pre_lockdown,88.19,0.53748,0.46252
2019-07-11,europe,pre_lockdown,89.8,0.5474,0.4526
2019-07-12,europe,pre_lockdown,87.34,0.57571,0.42429
2019-07-13,europe,pre_lockdown,88.12,0.50398,0.49602
2019-07-14,europe,pre_lockdown,86.33,0.54217,0.45783
2019-07-15,europe,pre_lockdown,85.62,0.54748,0.45252
2019-07-16,europe,pre_lockdown,85.86,0.58832,0.41168
2019-07-17,europe,pre_lockdown,88.15,0.5751,0.4249
2019-07-18,europe,pre_lockdown,88.58,0.58759,0.41241
2019-07-19,europe,pre_lockdown,85.86,0.538,0.462
2019-07-20,europe,pre_lockdown,87.2,0.48622,0.51378
2019-07-21,europe,pre_lockdown,84.67,0.49938,0.50062
2019-07-22,europe,pre_lockdown,85.64,0.58222,0.41778
2019-07-23,europe,pre_lockdown,92.04,0.55689,0.44311
2019-07-24,europe,pre_lockdown,89.74,0.55922,0.44078
2019-07-25,europe,pre_lockdown,86.92,0.58478,0.41522
2019-07-26,europe,pre_lockdown,86.86,0.55941,0.44059
2019-07-27,europe,pre_lockdown,88.22,0.50161,0.49839
2019-07-28,europe,pre_lockdown,88.07,0.51028,0.48972
2019-07-29,europe,pre_lockdown,90.7,0.54045,0.45955
2019-07-30,europe,pre_lockdown,84.96,0.55348,0.44652
2019-07-31,europe,pre_lockdown,88.69,0.55603,0.44397
2019-08-01,europe,pre_lockdown,85.68,0.54996,0.45004
2019-08-02,europe,pre_lockdown,91.12,0.56096,0.43904
2019-08-03,europe,pre_lockdown,91.28,0.49573,0.50427
2019-08-04,europe,pre_lockdown,85.76,0.50578,0.49422
2019-08-05,europe,pre_lockdown,86.12,0.5344,0.4656
2019-08-06,europe,pre_lockdown,89.31,0.578,0.422
2019-08-07,europe,pre_lockdown,92.23,0.58601,0.41399
2019-08-08,europe,pre_lockdown,89.25,0.53941,0.46059
2019-08-09,europe,pre_lockdown,88.3,0.56875,0.43125
2019-08-10,europe,pre_lockdown,87.65,0.49856,0.50144
2019-08-11,europe,pre_lockdown,88.12,0.50588,0.49412
2019-08-12,europe,pre_lockdown,85.93,0.5669,0.4331
2019-08-13,europe,pre_lockdown,91.37,0.57434,0.42566
2019-08-14,europe,pre_lockdown,88.37,0.55234,0.44766
2019-08-15,europe,pre_lockdown,89.01,0.57418,0.42582
2019-08-16,europe,pre_lockdown,87.57,0.58641,0.41359
2019-08-17,europe,pre_lockdown,87.94,0.50109,0.49891
2019-08-18,europe,pre_lockdown,90.46,0.50153,0.49847
2019-08-19,europe,pre_lockdown,86.54,0.59037,0.40963
2019-08-20,europe,pre_lockdown,87.61,0.56534,0.43466
2019-08-21,europe,pre_lockdown,84.98,0.55258,0.44742
2019-08-22,europe,pre_lockdown,89.56,0.57081,0.42919
2019-08-23,europe,pre_lockdown,85.33,0.56769,0.43231
2019-08-24,europe,pre_lockdown,88.07,0.5064,0.4936
2019-08-25,europe,pre_lockdown,89.05,0.50506,0.49494
2019-08-26,europe,pre_lockdown,89.88,0.56173,0.43827
2019-08-27,europe,pre_lockdown,89.24,0.55767,0.44233
2019-08-28,europe,pre_lockdown,86.45,0.55508,0.44492
2019-08-29,europe,pre_lockdown,84.65,0.56827,0.43173
2019-08-30,europe,pre_lockdown,91.37,0.56864,0.43136
2019-08-31,europe,pre_lockdown,94.08,0.49994,0.50006
2019-09-01,europe,pre_lockdown,88.33,0.47697,0.52303
2019-09-02,europe,pre_lockdown,93.57,0.56522,0.43478
2019-09-03,europe,pre_lockdown,90.27,0.56286,0.43714
2019-09-04,europe,pre_lockdown,88.28,0.57086,0.42914
2019-09-05,europe,pre_lockdown,90.73,0.56552,0.43448
2019-09-06,europe,pre_lockdown,89.24,0.54308,0.45692
2019-09-07,europe,pre_lockdown,89.65,0.48037,0.51963
2019-09-08,europe,pre_lockdown,88.35,0.49711,0.50289
2019-09-09,europe,pre_lockdown,88.04,0.54821,0.45179
2019-09-10,europe,pre_lockdown,92.88,0.56133,0.43867
2019-09-11,europe,pre_lockdown,92.24,0.55318,0.44682
2019-09-12,europe,pre_lockdown,89.73,0.5498,0.4502
2019-09-13,europe,pre_lockdown,92.38,0.57401,0.42599
2019-09-14,europe,pre_lockdown,91.77,0.47284,0.52716
2019-09-15,europe,pre_lockdown,89.85,0.50788,0.49212
2019-09-16,europe,pre_lockdown,87.97,0.57994,0.42006
2019-09-17,europe,pre_lockdown,86.7,0.59006,0.40994
2019-09-18,europe,pre_lockdown,90.43,0.54448,0.45552
2019-09-19,europe,pre_lockdown,89.31,0.54641,0.45359
2019-09-20,europe,pre_lockdown,85.89,0.5588,0.4412
2019-09-21,europe,pre_lockdown,92.76,0.50921,0.49079
2019-09-22,europe,pre_lockdown,89.4,0.48719,0.51281
2019-09-23,europe,pre_lockdown,93.51,0.57311,0.42689
2019-09-24,europe,pre_lockdown,89.74,0.55864,0.44136
2019-09-25,europe,pre_lockdown,88.73,0.55427,0.44573
2019-09-26,europe,pre_lockdown,88.75,0.55241,0.44759
2019-09-27,europe,pre_lockdown,90.72,0.53651,0.46349
2019-09-28,europe,pre_lockdown,87.25,0.48534,0.51466
2019-09-29,europe,pre_lockdown,88.24,0.51454,0.48546
2019-09-30,europe,pre_lockdown,91.13,0.5614,0.4386
2019-10-01,europe,pre_lockdown,92.9,0.58897,0.41103
2019-10-02,europe,pre_lockdown,87.6,0.53724,0.46276
2019-10-03,europe,pre_lockdown,90.79,0.58171,0.41829
2019-10-04,europe,pre_lockdown,89.53,0.56757,0.43243
2019-10-05,europe,pre_lockdown,88.26,0.46966,0.53034
2019-10-06,europe,pre_lockdown,87.7,0.49521,0.50479
2019-10-07,europe,pre_lockdown,91.47,0.58331,0.41669
2019-10-08,europe,pre_lockdown,94.97,0.53599,0.46401
2019-10-09,europe,pre_lockdown,90.08,0.55047,0.44953
2019-10-10,europe,pre_lockdown,89.76,0.57215,0.42785
2019-10-11,europe,pre_lockdown,93.09,0.5542,0.4458
2019-10-12,europe,pre_lockdown,92.43,0.49249,0.50751
2019-10-13,europe,pre_lockdown,91.94,0.52082,0.47918
2019-10-14,europe,pre_lockdown,91.38,0.5489,0.4511
2019-10-15,europe,pre_lockdown,88.66,0.57486,0.42514
2019-10-16,europe,pre_lockdown,96.15,0.52866,0.47134
2019-10-17,europe,pre_lockdown,95.27,0.56261,0.43739
2019-10-18,europe,pre_lockdown,89.53,0.56927,0.43073
2019-10-19,europe,pre_lockdown,94.51,0.5067,0.4933
2019-10-20,europe,pre_lockdown,92.49,0.51101,0.48899
2019-10-21,europe,pre_lockdown,93.35,0.57397,0.42603
2019-10-22,europe,pre_lockdown,92.57,0.5586,0.4414
